Date,Total Transactions,Traded Shares,TotalTraded Amount,Maximum Price,Minimum Price,Closing Price
2010-04-19,3,753.00,201305.00,270.00,260.00,260.00
2010-04-20,2,244.00,61245.00,255.00,250.00,250.00
2010-04-21,6,2008.00,491960.00,245.00,245.00,245.00
2010-04-22,2,1010.00,245610.00,245.00,241.00,245.00
2010-04-27,2,305.00,72905.00,241.00,237.00,237.00
2010-05-11,1,20.00,4820.00,241.00,241.00,241.00
2010-05-20,1,20.00,4900.00,245.00,245.00,245.00
2010-05-25,2,200.00,50200.00,253.00,249.00,253.00
2010-06-03,1,100.00,25000.00,250.00,250.00,250.00
2010-06-06,1,200.00,50000.00,250.00,250.00,250.00
2010-06-07,1,1000.00,250000.00,250.00,250.00,250.00
2010-06-09,1,200.00,49000.00,245.00,245.00,245.00
2010-06-10,1,100.00,24100.00,241.00,241.00,241.00
2010-06-15,1,70.00,16870.00,241.00,241.00,241.00
2010-06-29,2,100.00,23700.00,237.00,237.00,237.00
2010-06-30,1,46.00,10718.00,233.00,233.00,233.00
2010-07-05,1,49.00,11221.00,229.00,229.00,229.00
2010-07-12,1,98.00,22050.00,225.00,225.00,225.00
2010-07-25,2,83.00,18343.00,221.00,221.00,221.00
2010-08-10,3,400.00,89200.00,223.00,223.00,223.00
2010-08-19,1,46.00,10074.00,219.00,219.00,219.00
2010-08-26,2,183.00,39053.00,215.00,211.00,211.00
2010-09-09,1,10.00,2080.00,208.00,208.00,208.00
2010-09-12,1,119.00,24276.00,204.00,204.00,204.00
2010-09-14,1,119.00,23800.00,200.00,200.00,200.00
2010-09-15,2,356.00,69776.00,196.00,196.00,196.00
2010-09-16,1,50.00,9700.00,194.00,194.00,194.00
2010-09-19,2,380.00,72040.00,191.00,188.00,188.00
2010-09-20,1,70.00,12950.00,185.00,185.00,185.00
2010-11-10,4,213.00,38808.00,185.00,182.00,182.00
2010-11-11,1,40.00,7160.00,179.00,179.00,179.00
2010-11-14,1,38.00,6688.00,176.00,176.00,176.00
2010-12-08,3,120.00,21750.00,185.00,179.00,185.00
2010-12-09,8,968.00,183079.00,194.00,185.00,192.00
2010-12-19,1,100.00,19200.00,192.00,192.00,192.00
2010-12-22,1,10.00,1920.00,192.00,192.00,192.00
2010-12-29,1,600.00,115200.00,192.00,192.00,192.00
2011-01-10,1,100.00,19000.00,190.00,190.00,190.00
2011-07-07,2,70.00,13030.00,187.00,184.00,184.00
2011-07-10,1,30.00,5430.00,181.00,181.00,181.00
2011-07-20,1,146.00,25988.00,178.00,178.00,178.00
2012-03-20,1,10.00,1690.00,169.00,169.00,169.00
2012-05-22,3,146.00,25256.00,174.00,172.00,174.00
2012-07-02,1,50.00,8550.00,171.00,171.00,171.00
2012-07-18,1,50.00,8400.00,168.00,168.00,168.00
2012-07-31,4,240.00,39370.00,165.00,164.00,164.00
2012-10-03,1,61.00,9821.00,161.00,161.00,161.00
2012-10-10,3,100.00,15800.00,158.00,158.00,158.00
2012-11-04,1,1428.00,221340.00,155.00,155.00,155.00
2012-12-03,3,387.00,61146.00,158.00,158.00,158.00
2012-12-04,2,186.00,28730.00,155.00,154.00,154.00
