Date,Total Transactions,Traded Shares,TotalTraded Amount,Maximum Price,Minimum Price,Closing Price
2010-06-15,3,165.00,37455.00,227.00,227.00,227.00
2010-07-19,6,300.00,65900.00,223.00,219.00,219.00
2010-08-08,2,100.00,21500.00,215.00,215.00,215.00
2011-03-17,1,70.00,12600.00,180.00,180.00,180.00
2011-03-20,1,20.00,3660.00,183.00,183.00,183.00
2011-05-02,17,1020.00,178500.00,175.00,175.00,175.00
2011-08-02,12,910.00,156220.00,172.00,169.00,169.00
2011-09-15,2,140.00,23240.00,166.00,166.00,166.00
2012-01-22,1,35.00,5705.00,163.00,163.00,163.00
2012-02-12,1,35.00,5600.00,160.00,160.00,160.00
2012-02-27,4,160.00,24670.00,157.00,154.00,154.00
2012-03-28,2,70.00,10465.00,151.00,148.00,148.00
2012-07-12,1,90.00,12690.00,141.00,141.00,141.00
2012-07-30,7,80.00,10680.00,139.00,127.00,127.00
2012-07-31,6,60.00,7200.00,125.00,115.00,115.00
2013-06-06,6,70.00,7620.00,113.00,104.00,104.00
2013-06-09,9,170.00,16220.00,102.00,94.00,94.00
2013-06-10,9,90.00,8010.00,93.00,85.00,85.00
2013-06-11,9,200.00,15720.00,84.00,77.00,77.00
2013-06-12,8,500.00,36850.00,76.00,70.00,70.00
2013-06-13,11,340.00,21870.00,69.00,63.00,63.00
2013-06-16,15,810.00,46480.00,62.00,57.00,57.00
2013-06-17,7,320.00,16840.00,56.00,52.00,52.00
2013-06-18,9,450.00,21286.00,51.00,46.80,46.80
2013-06-19,16,1350.00,57495.00,45.86,42.12,42.50
2013-06-20,3,2050.00,85750.00,42.00,41.65,42.00
2013-07-02,5,100.00,4455.00,46.20,42.84,46.20
2013-07-03,12,1420.00,71883.00,50.82,47.12,50.82
2013-07-04,9,270.00,14650.00,55.00,51.00,55.00
2013-07-07,6,380.00,22080.00,59.00,56.00,59.00
2013-07-08,4,485.00,28400.00,60.00,58.00,58.00
2013-07-09,7,2560.00,150410.00,60.00,58.00,60.00
2013-07-10,5,720.00,44560.00,64.00,61.00,64.00
2013-07-11,7,2340.00,154370.00,67.00,65.00,66.00
2013-07-14,1,60.00,4020.00,67.00,67.00,67.00
2013-07-15,1,210.00,13860.00,66.00,66.00,66.00
2013-07-17,3,170.00,10950.00,65.00,64.00,64.00
2013-07-18,1,20.00,1280.00,64.00,64.00,64.00
2013-07-21,1,350.00,22050.00,63.00,63.00,63.00
2013-07-28,4,280.00,17640.00,63.00,63.00,63.00
2013-07-29,3,150.00,9250.00,62.00,61.00,62.00
2013-07-30,1,50.00,3050.00,61.00,61.00,61.00
