Date,Total Transactions,Traded Shares,TotalTraded Amount,Maximum Price,Minimum Price,Closing Price
2010-04-27,1,10.00,6230.00,623.00,623.00,623.00
2010-04-29,5,50.00,29980.00,611.00,588.00,588.00
2010-05-09,2,20.00,11430.00,577.00,566.00,566.00
2010-05-11,1,10.00,5660.00,566.00,566.00,566.00
2010-05-17,3,30.00,16340.00,555.00,535.00,535.00
2010-05-18,9,570.00,303600.00,540.00,530.00,540.00
2010-05-20,3,110.00,59050.00,540.00,530.00,535.00
2010-05-30,2,20.00,10900.00,545.00,545.00,545.00
2010-06-01,1,50.00,27750.00,555.00,555.00,555.00
2010-06-02,8,410.00,235550.00,610.00,566.00,610.00
2010-06-03,5,80.00,51330.00,671.00,622.00,671.00
2010-06-09,2,30.00,20650.00,697.00,684.00,697.00
2010-06-15,2,60.00,41100.00,685.00,685.00,685.00
2010-06-20,6,1060.00,711670.00,672.00,659.00,659.00
2010-06-21,3,130.00,82860.00,646.00,623.00,623.00
2010-06-22,5,90.00,54990.00,611.00,611.00,611.00
2010-06-24,2,60.00,36000.00,600.00,600.00,600.00
2010-06-28,1,10.00,5950.00,595.00,595.00,595.00
2010-06-29,6,80.00,47600.00,596.00,590.00,596.00
2010-07-04,2,90.00,53760.00,601.00,590.00,601.00
2010-07-05,5,50.00,30150.00,607.00,600.00,607.00
2010-07-07,2,160.00,97570.00,610.00,607.00,610.00
2010-07-08,1,10.00,6010.00,601.00,601.00,601.00
2010-07-11,7,550.00,329880.00,600.00,588.00,588.00
2010-07-12,1,20.00,11700.00,585.00,585.00,585.00
2010-07-13,1,150.00,86100.00,574.00,574.00,574.00
2010-07-14,6,150.00,87150.00,581.00,581.00,581.00
2010-07-15,1,10.00,5800.00,580.00,580.00,580.00
2010-07-20,1,90.00,53100.00,590.00,590.00,590.00
2010-07-22,1,10.00,6010.00,601.00,601.00,601.00
2010-07-25,3,30.00,17910.00,600.00,591.00,591.00
2010-07-26,1,20.00,11600.00,580.00,580.00,580.00
2010-07-27,1,20.00,11380.00,569.00,569.00,569.00
2010-07-29,1,20.00,11160.00,558.00,558.00,558.00
2010-08-02,2,30.00,16730.00,558.00,557.00,557.00
2010-08-08,1,10.00,5680.00,568.00,568.00,568.00
